rs,Rep,SHL,RDW,SDW,TPB,TRL,TSRL,TNR,NWA,PRL,PC1,PC2,PC3
id259,3,22.4,0.0783,0.065,0.1433,380.3267,347.4467,19.6667,2.2967,32.8767,-121.5018503,40.23069365,6.062289605
id260,3,19.1,0.069933333,0.069166667,0.1391,317.7467,277.35,15,1.92,40.3933,103.3965537,17.77344902,-4.832839392
id261,3,24.46666667,0.0544,0.086833333,0.141233333,348.0733,308.9867,15.6667,2.0333,39.0867,122.0948685,28.12003972,-4.46595133
id262,3,21.6,0.0902,0.075833333,0.166033333,475.0767,437.4133,21.3333,2.8633,37.6600,111.7861309,24.60697055,3.847288087
id263,3,23.5,0.047633333,0.060833333,0.108466667,259.42,223.28,13,1.56,36.1367,104.4734332,17.28240078,-12.81944737
id264,3,21.9,0.057366667,0.071233333,0.1286,297.8167,262.0533,15,1.8133,35.7567,105.0005004,16.66015029,-11.57442209
id265,3,21.56666667,0.0756,0.063733333,0.139333333,443.7833,405.83,20.6667,2.69,37.9600,103.1484488,17.26739772,14.215515
id266,3,23.6,0.063966667,0.0722,0.136166667,372.8333,338.81,19.1933,2.2333,34.0267,100.9867004,19.22506641,14.1461699
id267,3,15.5,0.056133333,0.072,0.128133333,269.3633,230.1867,13,1.5933,39.1767,116.9760969,27.09035997,-5.785233871
id268,3,20.46666667,0.0673,0.057733333,0.125033333,267.8533,227.8833,13.3333,1.5933,39.9667,112.6719272,26.66451005,21.83579892
id269,3,24.66666667,0.080466667,0.076266667,0.156733333,385.2133,350.7967,19.6667,2.33,34.4133,-153.0503259,-150.5701476,36.16264128
id270,3,22.16666667,0.093633333,0.061766667,0.1554,283.1333,246.5867,14.6667,1.7167,36.5433,102.4907332,18.21239599,16.06048419
id271,3,18.03333333,0.048166667,0.0409,0.089066667,194.6467,156.2467,8.3333,1.0967,38.4000,-164.2734472,-155.1247781,40.99505827
id272,3,16.9,0.0471,0.0491,0.0962,195.63,163.69,9,1.06,31.9400,97.59371127,12.53350796,4.730321526
id273,3,17.56666667,0.0619,0.058933333,0.120833333,243.1967,209.4833,12,1.46,33.7167,115.9393867,22.83751142,-3.719505618
id274,3,20.2,0.050666667,0.069166667,0.119833333,309.4167,271.3467,14.6667,1.87,38.0700,93.16361672,8.089912851,-14.57443664
id275,3,25.26666667,0.093766667,0.0837,0.177466667,537.91,502.13,26.3333,3.2767,35.7833,104.8415136,17.22409184,-7.87823117
id276,3,17.63333333,0.0426,0.059766667,0.102366667,253.7467,218.07,12.3333,1.52,35.6800,57.04686165,-19.68583828,-9.476665614
id277,3,25.46666667,0.093833333,0.085033333,0.178866667,519.2967,482.43,25.6667,3.12,36.8667,-109.6558418,25.25248777,-0.99667095
id278,3,27.4,0.091733333,0.095666667,0.1874,495.0267,455.33,24.3333,3.03,39.6933,-77.06390905,-10.07634249,-2.344315621
id279,3,18.63333333,0.067633333,0.080066667,0.1477,243.9433,212.5533,11.6667,1.3433,31.3900,117.2284065,26.48323348,-4.495381867
id280,3,25.93333333,0.0997,0.085866667,0.185566667,362.9267,329.75,20.6667,2.2033,33.1800,21.65645776,-135.2628544,-1.012075009
id281,3,25.16666667,0.086266667,0.0843,0.170566667,442.2933,405.5333,23,2.6133,36.7600,-97.12675438,4.612934949,-0.211411997
id282,3,19.9,0.0794,0.0506,0.13,365.72,328.11,18.6667,2.2333,37.6067,-75.65714857,-20.6884103,-0.384614982
id283,3,22.33333333,0.0797,0.0766,0.1563,387.0633,345.4667,18.6667,2.3667,41.5967,-80.82344787,-17.22447134,0.523366067
id284,3,18.3,0.045566667,0.034833333,0.0804,310.05,277.04,16.6667,1.8667,33.0033,-108.8415197,22.30118871,-6.684757427
id285,3,21.5,0.063333333,0.053633333,0.116966667,382.02,344.8967,20.6667,2.3067,37.1233,-70.41173992,-27.04577893,1.634874249
id286,3,23.5,0.0507,0.061566667,0.112266667,309,275.6433,17.6667,1.8633,33.3600,-155.8302377,-149.7972114,41.52781275
id287,3,19.5,0.065833333,0.056966667,0.1228,281.85,247.7,15.6667,1.7367,34.1500,-72.45101411,-82.08642867,34.7832236
id288,3,15.93333333,0.036033333,0.042033333,0.078066667,150.76,119.76,7.6667,0.8967,30.9967,114.9097078,27.44732907,3.87524736
id289,3,18.6,0.062566667,0.0473,0.109866667,254.5167,219.9133,13,1.5633,34.6000,104.525222,16.17476847,0.907975722
id290,3,17.86666667,0.0435,0.0512,0.0947,262.4267,223.8067,13,1.59,38.6233,-31.40409,-65.78805282,-8.175643367
id291,3,25.2,0.071133333,0.059433333,0.130566667,465.4233,430.3367,24.6667,2.81,35.0867,90.15849284,9.144176592,9.063849965
id292,3,24.23333333,0.0945,0.0797,0.1742,478.5567,442.4667,25.6667,2.9,36.0900,-48.6238313,-76.83356929,21.23064104
id293,3,22.73333333,0.0532,0.0457,0.0989,322.7533,287.46,17,1.9433,35.2867,93.57984315,7.814565608,-13.31240172
id294,3,19.06666667,0.0352,0.036933333,0.072133333,222.8933,191.44,12.3333,1.3533,31.4467,-105.8420157,19.96312882,-0.726578228
id295,3,24.03333333,0.045066667,0.076333333,0.1214,311.8633,278.1633,16,1.7867,33.6967,-71.52446473,-88.21901741,9.27974071
id296,3,25.36666667,0.052866667,0.0574,0.110266667,314.4867,280.37,17,1.8533,34.1133,102.0774048,16.22586194,16.02885647
id297,3,22.43333333,0.0592,0.0808,0.14,219.6967,188.2467,11,1.3367,31.4467,-111.8232092,26.37811039,0.464127106
id298,3,21.4,0.050966667,0.068666667,0.119633333,391.1567,356.2567,18.3333,2.3867,34.8967,94.39205886,7.670541658,-12.52006456
id299,3,11.5,0.02805,0.0287,0.05675,237.975,208.87,13,1.44,29.1100,-122.9136777,34.39634507,-0.596778059
id300,3,21.53333333,0.056566667,0.070766667,0.127333333,405.47,376.4367,27,2.44,29.0333,101.0632156,-180.3710419,56.6800715
id301,3,21.86666667,0.072633333,0.0666,0.139233333,619.96,582.2567,30.6667,3.7767,37.7033,-102.7418043,14.00553532,-4.420086235
id302,3,15.33333333,0.059033333,0.036666667,0.0957,261.4233,227.1267,13.8733,1.5867,34.3000,106.5766713,22.16162159,5.497207471
